,ReplicaID,AppID,TickCount,ColumnRevisionID
,52e2c052-93ea-4ee4-aebb-c26357593a75,1,0,1
,1100ebad-9a6d-4094-98a8-f6cf9a556904,2,0,1
,1921962c-dbc9-4e20-9591-510b8bca8932,3,0,1
,067321fb-836b-4c29-8887-14978022a99f,4,0,1
