,ServerTargetID,ServerTargetPrimaryUrl,ServerInfo,ServerTargetAlternateUrl1,ServerTargetAlternateUrl2,ServerTargetAlternateUrl3,ServerTargetAlternateUrl4,ServerTargetAlternateUrl5,ColumnRevisionID
,9d670603-63da-4dc3-8970-040bb91de1ea,,,https://d.docs.live.net,,,,,1
