,ReplicaID,AppID,TickCount,ColumnRevisionID
,ad91bb7e-fd5e-47c4-a002-d51f63db3d53,1,0,1
,ae359ae3-04ba-43db-8dc7-2ed4da641e53,2,0,1
,c8a043b1-5726-45e1-ab67-d16ad06f39dc,3,0,1
,79f0fe02-500a-4872-8d8f-49e1c5dec91c,4,0,1
