,ReplicaID,AppID,TickCount,ColumnRevisionID
,254d722a-5b97-4c41-9f30-6c7ee6b8cd72,1,0,1
,a20655bb-bafe-4145-9f7d-81a254cb18b0,2,0,1
,cb9a5f5f-047b-410e-95c9-834b6968da97,3,0,1
,9b5df49e-a7f3-4a2b-89cb-a8b399e0d4de,4,0,1
