,FileCachePropertyRowID,CacheID,FGlobalSyncEnabled,FGlobalThrottleEnabled,LastErrorBalloonTime,CriticalDialogDisplayedOnClose,ServerReachableVersion,FServerDirtyVersion,FPendingUploadVersion,FPendingReleaseLockVersion,SchemaVersion,ColumnRevisionID,MigrationStatus,MigrationOutputDirectory
,06ca7bda-2d88-4700-95b3-b4dfb24bebd4,8f4473cd-1993-4923-8b88-372623e01186,-1,,,,,1,4,,313,9,,
