,FileCachePropertyRowID,CacheID,FGlobalSyncEnabled,FGlobalThrottleEnabled,LastErrorBalloonTime,CriticalDialogDisplayedOnClose,ServerReachableVersion,FServerDirtyVersion,FPendingUploadVersion,FPendingReleaseLockVersion,SchemaVersion,ColumnRevisionID,MigrationStatus,MigrationOutputDirectory
,06ca7bda-2d88-4700-95b3-b4dfb24bebd4,a7ce523d-685e-43c4-a855-715274423dd8,0,,,,,,2,,313,6,,
