,ReplicaID,AppID,TickCount,ColumnRevisionID
,575b48cc-e2f5-43ce-9299-d9e2ce73df48,1,0,1
,685fbee4-6456-480d-8ee2-c64f09b74349,2,0,1
,047b4123-cd7d-4df6-8c2c-55a8618d925d,3,0,1
,4b234327-3cb6-4705-ab57-fa5b60e61835,4,0,1
