,ReplicaID,AppID,TickCount,ColumnRevisionID
,e60c4c2d-0f1c-4ac9-81b7-597099d6fcb8,1,0,1
,222e36bc-71cb-4b5a-989c-8fd66ac608bc,2,0,1
,b474805b-9576-4727-917b-e6639417c2a8,3,0,1
,88ac826f-7d01-4aa7-8a58-203b84a46b59,4,0,1
