,ReplicaID,AppID,TickCount,ColumnRevisionID
,799af386-0599-433b-95a5-b7b1b8014de8,1,0,1
,e024f680-11b1-438c-8499-ef840b94eb1f,2,0,1
,3e146775-e9aa-4adf-9ab0-b51e59b797da,3,0,1
,4fd1896d-116b-4053-80c6-91dc0af88a12,4,0,1
