,ReplicaID,AppID,TickCount,ColumnRevisionID
,6ff2baf1-917b-4d2f-adb2-9baf4abe7911,1,0,1
,74bb1a01-3b65-4fcd-ba08-33c979f3a740,2,0,1
,76722ab7-5c9f-4d50-bb2d-95d026bd8aaf,3,0,1
,6571338c-e369-4edc-9056-b39ad0979ea5,4,0,1
