,ServerTargetID,ServerTargetPrimaryUrl,ServerInfo,ServerTargetAlternateUrl1,ServerTargetAlternateUrl2,ServerTargetAlternateUrl3,ServerTargetAlternateUrl4,ServerTargetAlternateUrl5,ColumnRevisionID
,31116fc0-d558-40d6-bf6c-44dcc18a0bc3,,,https://d.docs.live.net,,,,,1
