,ReplicaID,AppID,TickCount,ColumnRevisionID
,1a734551-fb93-42f6-89cb-7f21625b95ab,1,0,1
,3413fd34-3425-4ccb-a2ee-1d8990128cd1,2,0,1
,cb1527e6-2cca-4ffd-9851-f532e643470e,3,0,1
,4ebfaba6-798f-4aa9-a1c8-20586d97aff8,4,0,1
