,ReplicaID,AppID,TickCount,ColumnRevisionID
,4c522302-33ab-4ed7-9582-b89fc43696ec,1,0,1
,717c10cd-d9dd-473d-ae1b-72c890e6d6a6,2,0,1
,c9cb5268-be43-4cf3-9366-827686e5e073,3,0,1
,360021d1-00a3-4bfc-91a2-b37f3a3f3510,4,0,1
