,FileCachePropertyRowID,CacheID,FGlobalSyncEnabled,FGlobalThrottleEnabled,LastErrorBalloonTime,CriticalDialogDisplayedOnClose,ServerReachableVersion,FServerDirtyVersion,FPendingUploadVersion,FPendingReleaseLockVersion,SchemaVersion,ColumnRevisionID,MigrationStatus,MigrationOutputDirectory
,06ca7bda-2d88-4700-95b3-b4dfb24bebd4,a5a5014e-261a-478a-966a-c6d7c74b1dc0,-1,,,,,,4,,313,7,,
