,FileCachePropertyRowID,CacheID,FGlobalSyncEnabled,FGlobalThrottleEnabled,LastErrorBalloonTime,CriticalDialogDisplayedOnClose,ServerReachableVersion,FServerDirtyVersion,FPendingUploadVersion,FPendingReleaseLockVersion,SchemaVersion,ColumnRevisionID,MigrationStatus,MigrationOutputDirectory
,06ca7bda-2d88-4700-95b3-b4dfb24bebd4,d6d00eec-f558-4a6d-9ddd-e3ff32d828f9,0,,,,,,2,,313,6,,
