,ReplicaID,AppID,TickCount,ColumnRevisionID
,d5aa2d7d-f87f-419b-9815-1ea88d917099,1,0,1
,b4c195a3-4d4d-4e81-b315-8c8e3b342d7a,2,0,1
,a1ac17fe-746e-4662-a19c-4fbe43eebcbb,3,0,1
,ab55f3ea-f16a-461c-8db3-25811a5f2414,4,0,1
