,SubcacheID,EventHandlerID,FSubcacheSyncEnabled,UserData,SubcacheWebUrl,ScopeType,HierarchicalScopeRoots,HierarchicalScopeRootsDeep,HierarchicalScopeExclusions,HierarchicalScopeExclusionsDeep,ColumnRevisionID,SyncInfoProviderProgID,LocalSubcacheFolder,SuppliedID,NetworkSyncPermissions,ThrottleOnError,AutoForkState,DisplayUploadCenterNotificationState,IrmSyncableState
,b608953c-b7f3-428f-91dd-bd5c74fe48ef,2,,,,1,,,,,1,,,,,,,,
