,ReplicaID,AppID,TickCount,ColumnRevisionID
,ce76f69b-d8bc-475c-a4f9-c069aec78939,1,0,1
,46342c4b-bf71-43ea-afaa-a4a6d45b1f31,2,0,1
,e2b0925e-ac98-49c3-9e05-d16b1def83c0,3,0,1
,db6917d6-fea8-4874-9095-2ea872df7168,4,0,1
